Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Chief Minister's Comprehensive Health Insurance Scheme,Education,1090,4,1,1,1,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Service,Primary School,Low,Rural,2,2,2,2023-11-26 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,3046,1,4,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Other,Student,Postgraduate,Low,Urban,3,2,4,2023-08-23 12:09:14.627,In-person
Midday Meal Scheme,Employment,1912,2,2,3,5,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Homemaker,Postgraduate,Middle,Rural,2,5,2,2023-04-01 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,903,3,1,3,2,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Male,Service,High School,High,Urban,1,1,3,2023-02-13 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,589,2,3,4,3,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Female,Unemployed,Postgraduate,Low,Urban,5,1,5,2023-11-25 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3656,5,3,5,4,The scheme has positively impacted education opportunities for children.,Tirunelveli,46-60,Male,Student,Postgraduate,Middle,Urban,1,4,2,2023-08-19 12:09:14.627,Online
Midday Meal Scheme,Infrastructure,1593,4,1,5,5,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Other,Homemaker,Postgraduate,Low,Urban,1,3,3,2023-01-23 12:09:14.627,In-person
Midday Meal Scheme,Infrastructure,3745,2,2,3,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Other,Student,Postgraduate,Low,Rural,3,5,4,2023-02-10 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,2991,3,3,1,1,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Female,Service,High School,Middle,Rural,3,1,3,2023-01-07 12:09:14.627,In-person
Midday Meal Scheme,Health,1805,1,2,4,4,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Other,Service,Postgraduate,Upper-Middle,Rural,1,3,1,2023-04-19 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,3616,4,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Homemaker,Doctorate,Upper-Middle,Rural,2,5,1,2023-07-01 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,3440,2,4,3,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Student,Primary School,Low,Urban,3,1,3,2023-07-18 12:09:14.627,In-person
Midday Meal Scheme,Infrastructure,153,3,1,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Female,Unemployed,Graduate,Lower-Middle,Urban,5,2,2,2023-02-06 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2675,2,4,5,4,The scheme has significantly improved healthcare access in our area.,Salem,Above 60,Male,Student,Postgraduate,Upper-Middle,Rural,1,1,2,2023-04-11 12:09:14.627,In-person
Midday Meal Scheme,Infrastructure,3691,5,5,1,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,31-45,Male,Business,Doctorate,High,Rural,5,2,2,2023-02-11 12:09:14.627,Phone
Midday Meal Scheme,Education,715,4,3,2,3,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Female,Service,Graduate,High,Urban,5,2,3,2023-04-24 12:09:14.627,Online
Midday Meal Scheme,Education,1054,1,2,3,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Female,Homemaker,High School,Lower-Middle,Urban,5,4,1,2023-10-15 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2533,3,2,5,3,The scheme has significantly improved healthcare access in our area.,Salem,Under 18,Female,Student,Graduate,Low,Urban,1,4,1,2023-03-20 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1729,2,5,2,2,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Female,Homemaker,Doctorate,Upper-Middle,Rural,4,3,4,2023-05-25 12:09:14.627,Phone
Midday Meal Scheme,Health,2881,4,1,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Student,Postgraduate,High,Rural,3,5,1,2023-10-29 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,749,2,4,5,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Male,Business,Graduate,Upper-Middle,Urban,5,3,1,2023-10-21 12:09:14.627,In-person
Midday Meal Scheme,Education,2447,4,3,2,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Other,Business,Doctorate,Lower-Middle,Urban,1,4,5,2023-07-19 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,4590,5,1,1,3,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Male,Service,Postgraduate,Middle,Urban,4,3,1,2023-07-02 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3378,2,5,3,4,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Other,Business,Graduate,Low,Urban,1,5,3,2023-07-31 12:09:14.627,In-person
Midday Meal Scheme,Health,2740,5,5,2,4,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Unemployed,Doctorate,Low,Rural,3,5,2,2023-05-16 12:09:14.627,Online
Midday Meal Scheme,Education,3901,3,2,2,3,The scheme has positively impacted education opportunities for children.,Chennai,18-30,Male,Homemaker,Graduate,Low,Rural,1,1,3,2023-01-02 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,2661,5,3,5,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Female,Service,Postgraduate,Low,Rural,2,3,2,2023-05-08 12:09:14.627,Phone
Midday Meal Scheme,Education,3349,4,1,2,2,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Female,Unemployed,Doctorate,Upper-Middle,Rural,2,4,2,2023-09-26 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,470,3,2,3,5,The scheme has positively impacted education opportunities for children.,Salem,Above 60,Other,Business,Graduate,Low,Urban,5,1,4,2023-08-25 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,957,2,3,1,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Above 60,Male,Business,Graduate,Low,Urban,1,3,1,2023-05-28 12:09:14.627,Phone
Midday Meal Scheme,Employment,4986,2,4,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Other,Unemployed,Primary School,Lower-Middle,Rural,1,5,4,2023-08-17 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,4853,4,4,1,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Business,Postgraduate,High,Urban,5,4,2,2023-06-12 12:09:14.627,In-person
Midday Meal Scheme,Infrastructure,483,1,2,3,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Other,Business,Postgraduate,Lower-Middle,Rural,5,3,5,2023-11-02 12:09:14.627,Online
Midday Meal Scheme,Employment,3977,1,1,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Under 18,Male,Business,High School,Middle,Urban,4,5,5,2023-09-11 12:09:14.627,Online
Midday Meal Scheme,Health,2652,2,3,3,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Male,Unemployed,Graduate,Lower-Middle,Rural,1,5,4,2023-06-14 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4434,4,4,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Homemaker,Postgraduate,Low,Rural,3,3,4,2023-09-15 12:09:14.627,In-person
Midday Meal Scheme,Infrastructure,4390,1,4,4,3,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Other,Homemaker,High School,Middle,Rural,3,3,1,2023-11-16 12:09:14.627,Online
Midday Meal Scheme,Health,2825,5,1,4,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Unemployed,Doctorate,Lower-Middle,Rural,3,4,4,2023-09-19 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4134,2,2,4,3,The scheme has positively impacted education opportunities for children.,Chennai,31-45,Male,Homemaker,High School,High,Urban,5,1,4,2023-02-26 12:09:14.627,In-person
Midday Meal Scheme,Employment,3393,5,5,1,5,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Male,Unemployed,Graduate,Low,Rural,5,5,3,2022-12-24 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4351,4,3,3,3,The scheme has positively impacted education opportunities for children.,Salem,18-30,Male,Homemaker,Primary School,Middle,Urban,5,1,4,2023-12-03 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,4088,5,4,3,5,"Overall satisfied, but improvements can be made in ease of access.",Chennai,18-30,Male,Student,Graduate,Low,Rural,3,1,4,2023-02-27 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1022,1,5,1,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Male,Unemployed,Graduate,High,Urban,4,5,3,2023-09-27 12:09:14.627,Online
Midday Meal Scheme,Health,3015,1,1,2,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Male,Service,Graduate,Upper-Middle,Urban,2,3,2,2023-10-27 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3050,3,2,4,4,This initiative has boosted employment prospects for many in our community.,Salem,Under 18,Female,Unemployed,High School,High,Rural,1,5,2,2023-10-11 12:09:14.627,Online
Midday Meal Scheme,Employment,3146,2,3,4,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Female,Homemaker,Graduate,Upper-Middle,Urban,2,1,3,2023-11-21 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,1074,4,1,1,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,46-60,Male,Service,High School,High,Rural,1,4,1,2023-04-06 12:09:14.627,Phone
Midday Meal Scheme,Infrastructure,1330,2,2,4,4,The scheme has positively impacted education opportunities for children.,Coimbatore,31-45,Male,Service,Graduate,Low,Urban,5,5,4,2023-04-18 12:09:14.627,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,2535,5,1,5,1,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Other,Service,Primary School,Lower-Middle,Rural,3,4,1,2023-05-21 12:09:14.627,Phone
Midday Meal Scheme,Infrastructure,1914,4,4,3,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Male,Unemployed,Graduate,Upper-Middle,Rural,2,3,5,2023-04-22 12:09:14.627,Phone
Midday Meal Scheme,Education,3034,4,4,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Female,Service,Postgraduate,Lower-Middle,Rural,5,3,1,2022-12-14 12:09:14.627,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1463,1,5,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,31-45,Female,Student,Primary School,High,Rural,1,4,4,2023-12-06 12:09:14.627,Phone
Midday Meal Scheme,Infrastructure,4040,5,1,5,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Male,Homemaker,Doctorate,Upper-Middle,Urban,2,4,2,2023-01-18 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,303,1,4,2,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,31-45,Other,Business,Graduate,High,Urban,2,5,4,2023-03-12 12:09:14.627,Phone
Midday Meal Scheme,Employment,260,1,2,2,5,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Other,Student,Doctorate,Middle,Rural,2,3,4,2023-11-28 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4587,3,5,5,5,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Male,Service,Graduate,Upper-Middle,Urban,2,4,4,2023-03-28 12:09:14.627,Online
Midday Meal Scheme,Employment,868,1,3,2,2,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Female,Service,Postgraduate,Middle,Urban,2,2,1,2023-12-06 12:09:14.627,Phone
Midday Meal Scheme,Education,3848,2,1,1,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Other,Business,Doctorate,Middle,Urban,5,5,2,2023-02-21 12:09:14.627,In-person
Midday Meal Scheme,Health,2681,4,4,5,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Other,Unemployed,Doctorate,Upper-Middle,Urban,1,5,2,2023-07-14 12:09:14.627,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1193,1,2,3,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Male,Unemployed,Doctorate,Middle,Urban,1,2,1,2023-02-06 12:09:14.627,In-person
Midday Meal Scheme,Employment,4600,2,1,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Female,Service,Primary School,Low,Rural,4,3,1,2023-08-29 12:09:14.628,Phone
Midday Meal Scheme,Infrastructure,707,5,2,3,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Other,Unemployed,Postgraduate,Upper-Middle,Rural,3,4,1,2023-11-16 12:09:14.628,In-person
Midday Meal Scheme,Infrastructure,1640,4,5,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,31-45,Female,Service,Primary School,Low,Rural,2,4,5,2023-11-10 12:09:14.628,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,2975,5,4,5,4,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Male,Student,Postgraduate,Upper-Middle,Rural,1,3,5,2023-06-11 12:09:14.628,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3291,2,4,5,3,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Male,Homemaker,High School,High,Rural,3,2,4,2023-02-04 12:09:14.628,Online
Midday Meal Scheme,Employment,1937,5,5,2,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Female,Homemaker,Primary School,Middle,Rural,3,2,5,2023-07-21 12:09:14.628,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,789,5,2,5,3,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Female,Student,High School,Upper-Middle,Rural,5,2,1,2023-02-12 12:09:14.628,In-person
Midday Meal Scheme,Infrastructure,3859,5,1,5,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Male,Business,Graduate,Low,Rural,2,5,1,2023-08-02 12:09:14.628,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,3049,1,2,2,1,The scheme has positively impacted education opportunities for children.,Coimbatore,Above 60,Other,Student,Primary School,Middle,Urban,4,4,1,2023-11-04 12:09:14.628,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,2203,1,1,5,5,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Homemaker,Primary School,Low,Urban,3,1,2,2023-05-11 12:09:14.628,Online
Midday Meal Scheme,Education,465,1,5,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Female,Business,Graduate,Lower-Middle,Rural,5,5,2,2023-02-08 12:09:14.628,Phone
Midday Meal Scheme,Education,3675,4,3,1,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Male,Homemaker,Doctorate,Upper-Middle,Rural,2,5,5,2023-06-24 12:09:14.628,In-person
Midday Meal Scheme,Education,4650,2,1,2,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Male,Service,High School,Upper-Middle,Urban,1,4,3,2023-03-28 12:09:14.628,Phone
